log_date,muscle_group,exercise,set_number,reps,reps_raw,weight_kg,weight_raw,rpe,notes
2026-02-05,Back,Pull Ups,3,,3 + 3 negatives,0.0,0,Extremely difficult after second set => longer rests,Plan: 4/7/0
2026-02-05,Back,Pull Ups,4,,2+4 negatives,0.0,0,Extremely difficult after second set => longer rests,Plan: 4/7/0
2026-02-05,Back,T-bar rows,1,10,10,20.0,20,Continue practicing proper form (retain reps. go to failure on last set),Plan: 4/10/20
2026-02-05,Back,T-bar rows,2,10,10,20.0,20,Continue practicing proper form (retain reps. go to failure on last set),Plan: 4/10/20
2026-02-05,Back,T-bar rows,3,10,10,20.0,20,Continue practicing proper form (retain reps. go to failure on last set),Plan: 4/10/20
2026-02-05,Back,T-bar rows,4,11,11,20.0,20,Continue practicing proper form (retain reps. go to failure on last set),Plan: 4/10/20
2026-02-05,Back,Lat pull downs 4/12/25ea,1,14,14,25.0,25ea,Pull elbows as close as possible (add a stop at the point of full contraction),
2026-02-05,Back,Lat pull downs 4/12/25ea,2,14,14,25.0,25ea,Pull elbows as close as possible (add a stop at the point of full contraction),
2026-02-05,Back,Lat pull downs 4/12/25ea,3,12,12,25.0,25ea,Pull elbows as close as possible (add a stop at the point of full contraction),
2026-02-05,Back,Lat pull downs 4/12/25ea,4,12,12,25.0,25ea,Pull elbows as close as possible (add a stop at the point of full contraction),
2026-02-05,Back,Seated Cable rows,1,9,9/35,35.0,,Use grips (Increase reps and go with 3 sets?),Plan: 4/12/30
2026-02-05,Back,Seated Cable rows,2,10,10/30,30.0,,Use grips (Increase reps and go with 3 sets?),Plan: 4/12/30
2026-02-05,Back,Seated Cable rows,3,10,10/30,30.0,,Use grips (Increase reps and go with 3 sets?),Plan: 4/12/30
2026-02-05,Back,Seated Cable rows,4,12,12/30,30.0,,Use grips (Increase reps and go with 3 sets?),Plan: 4/12/30
2026-02-05,Back,Preacher Curls,1,10,10,,,,Plan: 3/10/30
2026-02-05,Back,Preacher Curls,2,,9 (failed to go all the way up at 9),,,,Plan: 3/10/30
2026-02-05,Back,Preacher Curls,3,6,6,,,,Plan: 3/10/30
2026-02-09,Back,Pull ups,1,7,7,0.0,0,,Plan: 3/7/0
2026-02-09,Back,Pull ups,2,7,7,0.0,0,,Plan: 3/7/0
2026-02-09,Back,Pull ups,3,,3+4 negatives,0.0,0,,Plan: 3/7/0
2026-02-09,Back,N-grip Pull ups,1,5,5,0.0,0,The addition of NGPs feels good. Maybe 3/6 + 3/5?,Plan: 3/5/0
2026-02-09,Back,N-grip Pull ups,2,5,5,0.0,0,The addition of NGPs feels good. Maybe 3/6 + 3/5?,Plan: 3/5/0
2026-02-09,Back,N-grip Pull ups,3,5,5,0.0,0,The addition of NGPs feels good. Maybe 3/6 + 3/5?,Plan: 3/5/0
2026-02-09,Back,T-bar rows,1,10,10,20.0,20,,Plan: 4/10/20
2026-02-09,Back,T-bar rows,2,10,10,20.0,20,,Plan: 4/10/20
2026-02-09,Back,T-bar rows,3,10,10,20.0,20,,Plan: 4/10/20
2026-02-09,Back,T-bar rows,4,10,10,20.0,20,,Plan: 4/10/20
2026-02-09,Back,Lat pull downs 3/12/25 ea,1,15,15/25ea,25.0,,,
2026-02-09,Back,Lat pull downs 3/12/25 ea,2,13,13/30ea,30.0,,,
2026-02-09,Back,Lat pull downs 3/12/25 ea,3,8,8/30ea,30.0,,,
2026-02-09,Back,Lat pull downs 3/12/25 ea,4,,9-to failure/25ea,25.0,,,
2026-02-09,Back,Seated row machine,1,12,12,20.0,20,,Plan: 3/12/20
2026-02-09,Back,Seated row machine,2,12,12,20.0,20,,Plan: 3/12/20
2026-02-09,Back,Seated row machine,3,12,12,20.0,20,,Plan: 3/12/20
2026-02-09,Back,Hammer Curls,1,6,6ea/12,12.0,,,
2026-02-09,Back,Hammer Curls,2,12,12ea/10,10.0,,,
2026-02-09,Back,Hammer Curls,3,7,7ea/10,10.0,,,
2026-02-09,Back,Barbell Curls,1,8,8/20,20.0,,,
2026-02-09,Back,Barbell Curls,2,6,6/20,20.0,,,
2026-02-13,Back,Pull ups,1,7,7,0.0,0,Uncertain of the effect of morning workout,Plan: 3/7/0
2026-02-13,Back,Pull ups,2,7,7,0.0,0,Uncertain of the effect of morning workout,Plan: 3/7/0
2026-02-13,Back,Pull ups,3,4,4,0.0,0,Uncertain of the effect of morning workout,Plan: 3/7/0
2026-02-13,Back,N-grip Pull ups,1,6,6,0.0,0,,Plan: 3/6/0
2026-02-13,Back,N-grip Pull ups,2,6,6,0.0,0,,Plan: 3/6/0
2026-02-13,Back,N-grip Pull ups,3,5,5,0.0,0,,Plan: 3/6/0
2026-02-13,Back,Chest Supported Seated Row machine,1,14,14,20.0,20,,Plan: 3/12/20
2026-02-13,Back,Chest Supported Seated Row machine,2,14,14,20.0,20,,Plan: 3/12/20
2026-02-13,Back,Chest Supported Seated Row machine,3,12,12,20.0,20,,Plan: 3/12/20
2026-02-13,Back,Lat pull downs 3/12/25 ea,1,12,12,25.0,25ea,,
2026-02-13,Back,Lat pull downs 3/12/25 ea,2,14,14,25.0,25ea,,
2026-02-13,Back,Lat pull downs 3/12/25 ea,3,14,14,25.0,25ea,,
2026-02-13,Back,Seated cable rows,1,11,11,,,,Plan: 3/10/40
2026-02-13,Back,Hammer Curls,1,12,12/10,10.0,,,Plan: 4/10/10
2026-02-13,Back,Hammer Curls,2,10,10/13,13.0,,,Plan: 4/10/10
2026-02-13,Back,Hammer Curls,3,15,15/11,11.0,,,Plan: 4/10/10
2026-02-13,Back,Hammer Curls,4,10,10/11,11.0,,,Plan: 4/10/10
2026-02-13,Back,Barbell Curls,1,9,9/20,20.0,,,Plan: 4/8/20
2026-02-13,Back,Barbell Curls,2,9,9/20,20.0,,,Plan: 4/8/20
2026-02-13,Back,Barbell Curls,3,9,9/20,20.0,,,Plan: 4/8/20
2026-02-13,Back,Barbell Curls,4,9,9/20,20.0,,,Plan: 4/8/20
2026-02-20,Back,Pull ups To failure x3,1,,7.5,0.0,0,decrease to 2 sets,
2026-02-20,Back,Pull ups To failure x3,2,,6+2,0.0,0,decrease to 2 sets,
2026-02-20,Back,Pull ups To failure x3,3,,2 unable to go up,0.0,0,decrease to 2 sets,
2026-02-20,Back,Pull ups To failure x3,4,10,10,0.0,0,decrease to 2 sets,
2026-02-20,Back,N-grip Pull ups to Failure x2,1,,6.5,,,decrease to 2 sets,
2026-02-20,Back,N-grip Pull ups to Failure x2,2,,5.5,,,decrease to 2 sets,
2026-02-20,Back,T-bar rows,1,12,12,20.0,20,nauscious and lower back pain Completly drained out,Plan: 3/10/20
2026-02-20,Back,T-bar rows,2,12,12,20.0,20,nauscious and lower back pain Completly drained out,Plan: 3/10/20
2026-02-20,Back,T-bar rows,3,12,12,20.0,20,nauscious and lower back pain Completly drained out,Plan: 3/10/20
2026-02-20,Back,Lat rope pull downs,1,14,14/35,35.0,,Stick to 12/40,Plan: 3/12/40
2026-02-20,Back,Lat rope pull downs,2,12,12/40,40.0,,Stick to 12/40,Plan: 3/12/40
2026-02-20,Back,Lat rope pull downs,3,8,8/45,45.0,,Stick to 12/40,Plan: 3/12/40
2026-02-20,Back,Seated cable row,1,8,8/36,36.0,,,Plan: 3/12/40
2026-02-20,Back,Seated cable row,2,8,8/36,36.0,,,Plan: 3/12/40
2026-02-20,Back,Rope pull down (back),1,10,10/32,32.0,,,
2026-02-20,Back,Rope pull down (back),2,,8.5/32,32.0,,,
2026-02-20,Back,Hammer Curls,1,12,12/10,10.0,,Maybe go with 2 sets,Plan: 3/10/10
2026-02-20,Back,Hammer Curls,2,11,11/10,10.0,,Maybe go with 2 sets,Plan: 3/10/10
2026-02-20,Back,Hammer Curls,3,6,6/10,10.0,,Maybe go with 2 sets,Plan: 3/10/10
2026-02-20,Back,Preacher Curls,1,12,12/30,30.0,,,Plan: 3/10/30
2026-02-20,Back,Preacher Curls,2,12,12/30,30.0,,,Plan: 3/10/30
2026-02-24,Back,Pull ups to Failure x2,1,,7.5,0.0,0,,
2026-02-24,Back,Pull ups to Failure x2,2,,5 + partial reps,0.0,0,,
2026-02-24,Back,N-grip Pull ups to Failure x2,1,,5+partial reps,0.0,0,Inclusion of partial reps feels effective,
2026-02-24,Back,N-grip Pull ups to Failure x2,2,,3+partial reps,0.0,0,Inclusion of partial reps feels effective,
2026-02-24,Back,T-bar rows,1,12,12,20.0,20,Increased reps to 12. Maintain,Plan: 3/12/20
2026-02-24,Back,T-bar rows,2,12,12,20.0,20,Increased reps to 12. Maintain,Plan: 3/12/20
2026-02-24,Back,T-bar rows,3,12,12,20.0,20,Increased reps to 12. Maintain,Plan: 3/12/20
2026-02-24,Back,Lat cable pull downs,1,12,12/41,41.0,,Forearms completely failing,Plan: 3/12/40
2026-02-24,Back,Lat cable pull downs,2,12,12/41,41.0,,Forearms completely failing,Plan: 3/12/40
2026-02-24,Back,Lat cable pull downs,3,12,12/32,32.0,,Forearms completely failing,Plan: 3/12/40
2026-02-24,Back,Lat cable rows 3/10/40 (pause for 3 seconds),1,,,,,,
2026-02-24,Back,Hammer Curls,1,14,14/10,10.0,,,Plan: 3/12/10
2026-02-24,Back,Preacher Curls,1,,,,,,Plan: 3/10/35
2026-03-05,Back,Pull ups to Failure x3,1,,7+2 negatives,0.0,0,,
2026-03-05,Back,Pull ups to Failure x3,2,,3 + 4 negatives,0.0,0,,
2026-03-05,Back,Pull ups to Failure x3,3,,1+5 Negatives,0.0,0,,
2026-03-05,Back,N-grip Pull ups to Failure x2,1,,4+3,0.0,0,,
2026-03-05,Back,N-grip Pull ups to Failure x2,2,,4+1,0.0,0,,
2026-03-05,Back,T-bar rows,1,15,15/20,20.0,,,Plan: 4/9/30
2026-03-05,Back,T-bar rows,2,9,9/25,25.0,,,Plan: 4/9/30
2026-03-05,Back,T-bar rows,3,10,10/25,25.0,,,Plan: 4/9/30
2026-03-05,Back,Lat cable pull downs,1,10,10/41,41.0,,Increase to 45,Plan: 4/12/40
2026-03-05,Back,Lat cable pull downs,2,10,10/45,45.0,,Increase to 45,Plan: 4/12/40
2026-03-05,Back,Lat cable pull downs,3,,6.5/45,45.0,,Increase to 45,Plan: 4/12/40
2026-03-05,Back,Lat cable rows 3/10/40 (pause for 3 seconds),1,12,12/32,32.0,,Forearms are failing,
2026-03-05,Back,Lat cable rows 3/10/40 (pause for 3 seconds),2,12,12/32,32.0,,Forearms are failing,
2026-03-05,Back,Lat cable rows 3/10/40 (pause for 3 seconds),3,12,12/32,32.0,,Forearms are failing,
2026-03-05,Back,Reverse Curls,1,,,,,,Plan: 3/12/10
2026-03-05,Back,Preacher Curls,1,12,12/35,35.0,,,Plan: 3/10/35
2026-03-05,Back,Preacher Curls,2,7,7/40,40.0,,,Plan: 3/10/35
2026-03-05,Back,Preacher Curls,3,7,7/35,35.0,,,Plan: 3/10/35
2026-03-11,Back,Pull ups to Failure,1,2,2,0.0,0,,
2026-03-11,Back,Pull ups to Failure,2,,6+4,0.0,0,,
2026-03-11,Back,Pull ups to Failure,3,,6+4,0.0,0,,
2026-03-11,Back,T-bar rows,1,,2/9/30,25.0,25,Retain 25,
2026-03-11,Back,T-bar rows,2,10,10,25.0,25,Retain 25,
2026-03-11,Back,T-bar rows,3,8,8,25.0,25,Retain 25,
2026-03-11,Back,Lat cable pull downs,1,,2/12/40,45.5,45.5,Maybe lower weight and achieve full ROM?,
2026-03-11,Back,Lat cable pull downs,2,,12.5/45.5,45.5,45.5,Maybe lower weight and achieve full ROM?,
2026-03-11,Back,Lat cable pull downs,3,12,12/45.5,45.5,45.5,Maybe lower weight and achieve full ROM?,
2026-03-11,Back,Lat cable rows,1,,2/10/40 (pause for 3 seconds),,,,
2026-03-11,Back,Lat cable rows,2,7,7/40,40.0,,,
2026-03-11,Back,Lat cable rows,3,10,10/35,35.0,,,
2026-03-11,Back,Back/8,1,,,,,,
2026-03-18,Back,Pull ups,1,,x2,,,,
2026-03-18,Back,Pull ups,2,,8+5+4,,,,
2026-03-18,Back,Pull ups,3,,5+3,,,,
2026-03-18,Back,Barbell rows,1,,2/15/30,,,,
2026-03-18,Back,Lat pull downs,1,,2/20/33,,,Increase weight to 36,
2026-03-18,Back,Lat pull downs,2,20,20/33,33.0,,Increase weight to 36,
2026-03-18,Back,Lat pull downs,3,20,20/36,36.0,,Increase weight to 36,
2026-03-18,Back,Cable rows,1,,2/15/40,,,,
2026-03-18,Back,Cable rows,2,15,15/40,40.0,,,
2026-03-18,Back,Cable rows,3,9,9/45,45.0,,,
2026-03-18,Back,Reverse Curls,1,,2/12/20,,,,
2026-03-18,Back,Reverse Curls,2,12,12/20,20.0,,,
2026-03-18,Back,Reverse Curls,3,9,9/20,20.0,,,
2026-03-18,Back,Preacher Curls,1,,2/8/45,,,,
2026-03-18,Back,Preacher Curls,2,,6/45+3/35,,,,
2026-03-18,Back,Back/8 + Bi/4,1,,,,,,
2026-03-25,Back,Pull ups,1,,x2,,,,
2026-03-25,Back,Pull ups,2,,8+2+4,,,,
2026-03-25,Back,Pull ups,3,,0+6.5+4,,,,
2026-03-25,Back,NG pull ups,1,,x1,,,,
2026-03-25,Back,NG pull ups,2,7,7,,,,
2026-03-25,Back,T-bar rows,1,,2/10/25,,,,
2026-03-25,Back,T-bar rows,2,12,12/25,25.0,,,
2026-03-25,Back,T-bar rows,3,,9/25+5/15,,,,
2026-03-25,Back,Lat cable pull downs,1,,2/20/36,,,,
2026-03-25,Back,Lat cable pull downs,2,19,19/36,36.0,,,
2026-03-25,Back,Cable rows,1,,2/10/45,,,,
2026-03-25,Back,Cable rows,2,10,10/45.5,45.5,,,
2026-03-25,Back,Cable rows,3,10,10/41,41.0,,,
2026-03-25,Back,Reverse Curls,1,,2/15/15,,,,
2026-03-25,Back,Reverse Curls,2,16,16/15,15.0,,,
2026-03-25,Back,Reverse Curls,3,16,16/15,15.0,,,
2026-03-25,Back,Barbell Curls,1,,2/10/20,,,,
2026-04-01,Back,Pull ups,1,,x2,,,,
2026-04-01,Back,Pull ups,2,,9+4,,,,
2026-04-01,Back,Pull ups,3,,5+4,,,,
2026-04-01,Back,NG pull ups,1,,x1,,,,
2026-04-01,Back,NG pull ups,2,6,6,,,,
2026-04-01,Back,Seated row,1,,2/12/60,,,,
2026-04-01,Back,Seated row,2,15,15/50,50.0,,,
2026-04-01,Back,Lat cable pull downs,1,,2/12/41,,,,
2026-04-01,Back,Lat cable pull downs,2,,9/45+7/35,,,,
2026-04-01,Back,Lat cable pull downs,3,10,10/40,40.0,,,
2026-04-01,Back,Cable rows,1,,2/12/45,,,,
2026-04-01,Back,Cable rows,2,12,12/45,45.0,,,
2026-04-01,Back,Cable rows,3,10,10/45,45.0,,,
2026-04-01,Back,Reverse Curls,1,,2/15/15,,,,
2026-04-01,Back,Reverse Curls,2,20,20/15,15.0,,,
2026-04-01,Back,Reverse Curls,3,18,18/15,15.0,,,
2026-04-01,Back,Biceps Curl,1,,2/15/35,,,,
2026-04-01,Back,Biceps Curl,2,12,12/35,35.0,,,
2026-04-01,Back,Preacher curls,1,,1/12/40,,,,
2026-04-07,Back,Pull ups,1,,x2,,,,
2026-04-07,Back,Pull ups,2,9,9,,,,
2026-04-07,Back,Pull ups,3,,6+4,,,,
2026-04-07,Back,Seated row,1,,2/12/55,,,Retain 50 / focus on proper form,
2026-04-07,Back,Seated row,2,16,16/50,50.0,,Retain 50 / focus on proper form,
2026-04-07,Back,Seated row,3,10,10/55,55.0,,Retain 50 / focus on proper form,
2026-04-07,Back,Lat cable pull downs,1,,2/12/41,,,Vary grip width,
2026-04-07,Back,Lat cable pull downs,2,,13.5/41,41.0,,Vary grip width,
2026-04-07,Back,Lat cable pull downs,3,12,12/41,41.0,,Vary grip width,
2026-04-07,Back,Cable rows,1,,2/12/45,,,Lower weight,
2026-04-07,Back,Cable rows,2,,8/45+4/36,,,Lower weight,
2026-04-07,Back,Cable rows,3,12,12/36,36.0,,Lower weight,
2026-04-07,Back,Lateral Hammer curls,1,,2/8/14,,,Retain 14,
2026-04-07,Back,Lateral Hammer curls,2,6,6/14,14.0,,Retain 14,
2026-04-07,Back,Lateral Hammer curls,3,6,6/14,14.0,,Retain 14,
2026-04-07,Back,Reverse Curls,1,,2/10/15,,,,
2026-04-07,Back,Reverse Curls,2,16,16/15,15.0,,,
2026-04-07,Back,Reverse Curls,3,15,15/15,15.0,,,
2026-04-07,Back,Preacher curls,1,,2/10/40,,,,
2026-04-07,Back,Preacher curls,2,,6/45+6/30,,,,
2026-04-07,Back,Preacher curls,3,,6/40+5/30,,,,
2026-04-12,Back,Pullups,1,,x2,,,,
2026-04-12,Back,Pullups,2,9,9,,,,
2026-04-12,Back,Pullups,3,7,7,,,,
2026-04-12,Back,Seated row,1,,2/12/55,,,,
2026-04-12,Back,Seated row,2,15,15/55,55.0,,,
2026-04-12,Back,Seated row,3,12,12/55,55.0,,,
2026-04-12,Back,Lat cable pull downs,1,,2/10/45,,,,
2026-04-12,Back,Lat cable pull downs,2,9,9/45,45.0,,,
2026-04-12,Back,Lat cable pull downs,3,12,12/41,41.0,,,
2026-04-12,Back,Seated rows,1,,2/10/45,,,,
2026-04-12,Back,Seated rows,2,9,9/45,45.0,,,
2026-04-12,Back,Seated rows,3,,4/45+4/36,,,,
2026-04-12,Back,Lateral Hammer curls,1,,2/7/12,,,,
2026-04-12,Back,Lateral Hammer curls,2,,10+2,,,,
2026-04-12,Back,Lateral Hammer curls,3,,10+3,,,,
2026-04-12,Back,Reverse curls,1,,2/15/15,,,,
2026-04-12,Back,Reverse curls,2,15,15/15,15.0,,,
2026-04-12,Back,Reverse curls,3,15,15/15,15.0,,,
2026-04-12,Back,Arm Curls,1,,2/10/25,,,,
2026-04-12,Back,Arm Curls,2,,8.5/20,20.0,,,
2026-01-10,Chest,FliesPec Deck Fly,1,12,12/40kg,40.0,,,
2026-01-10,Chest,FliesPec Deck Fly,2,10,10/45kg,45.0,,,
2026-01-10,Chest,FliesPec Deck Fly,3,10,10/45kg,45.0,,,
